"device_database_name","address","name","version","logging_interval","last_pointer","mode","last_download","thresholds","calibration_temp","calibration_dewp","calibration_press","calibration_humi"
"228","2019-Jul-13 22:01","12.3","62","5.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"229","2019-Jul-13 23:01","15.1","51.8","5.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"230","2019-Jul-14 00:01","13.2","57.8","5.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"231","2019-Jul-14 01:01","11.6","57.2","3.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"232","2019-Jul-14 02:01","14.0","49.3","3.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"233","2019-Jul-14 03:01","13.9","49.8","3.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"234","2019-Jul-14 04:01","15.0","47.9","4.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"235","2019-Jul-14 05:01","13.1","52.8","3.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"236","2019-Jul-14 06:01","11.6","56.9","3.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"237","2019-Jul-14 07:01","14.4","58.5","6.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"238","2019-Jul-14 08:01","16.0","56.4","7.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"239","2019-Jul-14 09:01","22.1","40.9","8.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"240","2019-Jul-14 10:01","24.7","33.7","7.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
